arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
causalpy/tests/test_reporting.py,funcao,test_extract_counterfactual_dict_format,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_ols_small_sample,1,11,6,12,12,18,38.0537,64.5293,0.5455,35.1978,1.9554,0.0215
causalpy/tests/test_reporting.py,funcao,test_generate_table_scalar_all_tail_probabilities,2,8,6,12,10,18,26.0,59.7947,1.5,89.6921,4.9829,0.0199
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_scalar_increase,2,8,6,12,10,18,26.0,59.7947,1.5,89.6921,4.9829,0.0199
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_scalar_decrease,3,11,10,12,14,22,42.8086,83.7618,1.6364,137.0648,7.6147,0.0279
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_scalar_two_sided,4,12,8,14,16,22,51.0196,88.0,2.3333,205.3333,11.4074,0.0293
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_scalar_with_rope,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_reporting.py,funcao,test_compute_statistics_scalar_with_rope_two_sided,3,6,4,6,9,10,20.2647,31.6993,1.5,47.5489,2.6416,0.0106
causalpy/tests/test_reporting.py,funcao,test_generate_table_scalar_basic,2,12,6,12,14,18,45.0196,68.5324,1.0,68.5324,3.8074,0.0228
causalpy/tests/test_reporting.py,funcao,test_generate_prose_scalar_increase,1,8,7,14,9,21,24.0,66.5684,0.875,58.2474,3.236,0.0222
causalpy/tests/test_reporting.py,funcao,test_generate_prose_scalar_decrease,2,8,7,11,10,18,26.0,59.7947,1.375,82.2177,4.5677,0.0199
causalpy/tests/test_reporting.py,funcao,test_generate_prose_scalar_two_sided,1,5,4,8,6,12,11.6096,31.0196,0.8,24.8156,1.3786,0.0103
causalpy/tests/test_reporting.py,funcao,test_generate_table_with_all_options,2,12,8,16,14,24,45.0196,91.3765,1.3333,121.8354,6.7686,0.0305
causalpy/tests/test_reporting.py,funcao,test_generate_table_without_cumulative,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
causalpy/tests/test_reporting.py,funcao,test_generate_table_without_relative,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_generate_table_with_two_sided,2,7,4,8,9,12,21.6515,38.0391,1.1429,43.4733,2.4152,0.0127
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_basic,1,8,7,14,9,21,24.0,66.5684,0.875,58.2474,3.236,0.0222
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_counterfactual_interval,2,7,6,9,9,15,21.6515,47.5489,1.2857,61.1343,3.3963,0.0158
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_direction_autodetect_negative,2,7,6,9,9,15,21.6515,47.5489,1.2857,61.1343,3.3963,0.0158
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_direction_autodetect_positive,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_two_sided_uses_correct_article,3,4,3,5,7,8,12.7549,22.4588,1.875,42.1103,2.3395,0.0075
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_preserves_custom_prefix_casing,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_cumulative,1,6,5,10,7,15,15.5098,42.1103,0.8333,35.0919,1.9496,0.014
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_with_relative,1,5,4,8,6,12,11.6096,31.0196,0.8,24.8156,1.3786,0.0103
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_rope_in_prose,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_is_descriptive,2,8,7,14,10,21,26.0,69.7605,1.75,122.0809,6.7823,0.0233
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_ols_is_descriptive,3,8,7,13,11,20,28.7549,69.1886,2.4375,168.6473,9.3693,0.0231
causalpy/tests/test_reporting.py,funcao,test_generate_table_ols_basic,2,9,6,12,11,18,30.5293,62.2698,1.3333,83.0264,4.6126,0.0208
causalpy/tests/test_reporting.py,funcao,test_generate_table_ols_with_cumulative,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_reporting.py,funcao,test_generate_table_ols_with_relative,2,6,4,8,8,12,17.5098,36.0,1.3333,48.0,2.6667,0.012
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_ols_basic,1,8,7,14,9,21,24.0,66.5684,0.875,58.2474,3.236,0.0222
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_ols_counterfactual_interval,2,7,6,9,9,15,21.6515,47.5489,1.2857,61.1343,3.3963,0.0158
causalpy/tests/test_reporting.py,funcao,test_generate_prose_detailed_ols_with_cumulative,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_reporting.py,funcao,test_assumptions_text_its,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_reporting.py,funcao,test_assumptions_text_sc,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_reporting.py,funcao,test_assumptions_text_default,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
causalpy/tests/test_reporting.py,funcao,test_prose_detailed_no_observed_values,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_reporting.py,funcao,test_prose_detailed_ols_no_observed_values,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_reporting.py,funcao,test_effect_summary_prepostnegd_pymc,3,10,7,14,13,21,37.9742,77.7092,2.1,163.1894,9.0661,0.0259
causalpy/tests/test_reporting.py,funcao,test_effect_summary_prepostnegd_directions,1,5,4,8,6,12,11.6096,31.0196,0.8,24.8156,1.3786,0.0103
causalpy/tests/test_reporting.py,funcao,test_effect_summary_prepostnegd_rope,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_its_relative_false,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_effect_summary_ols_cumulative_false,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
causalpy/tests/test_reporting.py,funcao,test_effect_summary_ols_relative_false,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rope_with_two_sided_its,2,8,6,10,10,16,26.0,53.1508,1.25,66.4386,3.691,0.0177
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rope_with_two_sided_did,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
causalpy/tests/test_reporting.py,funcao,test_effect_summary_rd_two_sided_with_rope,2,7,5,9,9,14,21.6515,44.379,1.2857,57.0587,3.1699,0.0148
causalpy/tests/test_reporting.py,funcao,test_effect_summary_sc_cumulative_false,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
causalpy/tests/test_reporting.py,funcao,test_effect_summary_sc_relative_false,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_reporting.py,funcao,test_effect_summary_ols_both_false,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_reporting.py,funcao,test_effect_summary_pymc_both_false,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_sdid_helpers.py,funcao,fit,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,_make_experiment_stub,2,8,5,10,10,15,26.0,49.8289,1.25,62.2862,3.4603,0.0166
causalpy/tests/test_sdid_helpers.py,funcao,toy_panel,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,test_shapes_and_coords,1,22,14,28,23,42,98.1075,189.9896,0.6364,120.9025,6.7168,0.0633
causalpy/tests/test_sdid_helpers.py,funcao,test_values_match_hand_computed,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,test_returns_expected_arrays_and_counts,2,8,6,12,10,18,26.0,59.7947,1.5,89.6921,4.9829,0.0199
causalpy/tests/test_sdid_helpers.py,funcao,test_matches_explicit_formula,4,9,5,10,13,15,36.5293,55.5066,2.2222,123.348,6.8527,0.0185
causalpy/tests/test_sdid_helpers.py,funcao,test_double_difference_formula,5,11,7,12,16,19,49.6634,76.0,2.7273,207.2727,11.5152,0.0253
causalpy/tests/test_sdid_helpers.py,funcao,test_tau_is_zero_when_gaps_are_zero,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sdid_helpers.py,funcao,test_sets_expected_attributes,3,8,5,10,11,15,28.7549,51.8915,1.875,97.2965,5.4054,0.0173
causalpy/tests/test_sdid_helpers.py,funcao,test_impact_values_match_observed_minus_counterfactual,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_sdid_helpers.py,funcao,test_datetime_index_requires_timestamp_treatment_time,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,test_int_index_rejects_timestamp_treatment_time,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,test_extract_weight_posteriors_raises_when_idata_is_none,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,test_algorithm_raises_when_fit_leaves_idata_none,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sdid_helpers.py,funcao,test_multi_treated_branch,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
causalpy/tests/test_sdid_helpers.py,funcao,test_returns_input_when_convert_units_raises_typeerror,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sdid_helpers.py,funcao,test_returns_input_when_convert_units_raises_valueerror,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sensitivity_container.py,funcao,validate,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,run,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,its_context,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_defaults,2,9,5,10,11,15,30.5293,51.8915,1.1111,57.6572,3.2032,0.0173
causalpy/tests/test_sensitivity_container.py,funcao,test_with_table,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_mock_satisfies_protocol,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_string_does_not_satisfy,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
causalpy/tests/test_sensitivity_container.py,funcao,test_all_pass,3,7,4,8,10,12,24.4064,39.8631,1.7143,68.3368,3.7965,0.0133
causalpy/tests/test_sensitivity_container.py,funcao,test_one_fails,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sensitivity_container.py,funcao,test_informational_only,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sensitivity_container.py,funcao,test_empty,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_sensitivity_container.py,funcao,test_satisfies_step_protocol,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_validate_accepts_valid_checks,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_validate_rejects_non_check,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_run_requires_experiment,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_run_rejects_inapplicable_check,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_run_collects_results,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
causalpy/tests/test_sensitivity_container.py,funcao,test_run_produces_summary,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sensitivity_container.py,funcao,test_empty_checks,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sensitivity_container.py,funcao,test_repr,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_sensitivity_container.py,funcao,test_default_for_returns_empty_when_no_defaults,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_register_and_retrieve,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_sensitivity_container.py,funcao,test_estimate_then_sensitivity,3,6,4,8,9,12,20.2647,38.0391,2.0,76.0782,4.2266,0.0127
causalpy/tests/test_sklearn_clone_fit_intercept.py,funcao,test_fit_intercept_clone_and_warn,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_pymc,2,10,9,18,12,27,35.2193,96.794,1.8,174.2292,9.6794,0.0323
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_sklearn,2,7,5,10,9,15,21.6515,47.5489,1.4286,67.927,3.7737,0.0158
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_recovers_known_effect_sklearn,4,9,6,12,13,18,36.5293,66.6079,2.6667,177.6211,9.8678,0.0222
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_missing_unit_column,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_missing_time_column,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_missing_treated_column,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_non_absorbing_treatment,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_formula_missing_outcome,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_no_treated_in_training_set,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_staggered_did.py,funcao,test_never_treated_and_not_yet_treated_as_controls,3,5,3,6,8,9,16.3645,27.0,1.8,48.6,2.7,0.009
causalpy/tests/test_staggered_did.py,funcao,test_treatment_time_inference,1,10,6,12,11,18,33.2193,62.2698,0.6,37.3619,2.0757,0.0208
causalpy/tests/test_staggered_did.py,funcao,test_event_time_computation,2,7,5,8,9,13,21.6515,41.209,1.1429,47.096,2.6164,0.0137
causalpy/tests/test_staggered_did.py,funcao,test_event_window_filtering,3,4,4,6,7,10,12.7549,28.0735,2.25,63.1655,3.5092,0.0094
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_unbalanced_panel,4,9,5,9,13,14,36.5293,51.8062,2.0,103.6123,5.7562,0.0173
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_summary,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_get_plot_data,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_effect_summary,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_hdi_prob_stored_and_reported,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_staggered_did.py,funcao,test_generate_staggered_did_data,4,15,8,16,19,24,66.6034,101.9503,2.1333,217.4939,12.083,0.034
causalpy/tests/test_staggered_did.py,funcao,test_generate_staggered_did_data_too_many_units,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_explicit_treatment_time_column,1,10,6,12,11,18,33.2193,62.2698,0.6,37.3619,2.0757,0.0208
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_missing_treatment_time_column,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_group_time_att_structure,2,6,4,8,8,12,17.5098,36.0,1.3333,48.0,2.6667,0.012
causalpy/tests/test_staggered_did.py,funcao,_no_never_treated_staggered_did_df,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_warns_non_identified_without_never_treated,5,13,10,18,18,28,59.7154,116.7579,3.4615,404.162,22.4534,0.0389
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_get_plot_data_bayesian_masks_non_identified_on_recompute,5,8,5,9,13,14,35.6096,51.8062,2.8125,145.7048,8.0947,0.0173
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_effect_summary_excludes_non_identified_cells,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_mark_non_identified_att_rows_edge_cases,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_all_identified_with_never_treated,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_no_untreated_observations,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_custom_never_treated_value,2,5,9,12,7,21,13.6096,58.9545,2.4,141.4907,7.8606,0.0197
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_does_not_modify_original_data,2,7,4,8,9,12,21.6515,38.0391,1.1429,43.4733,2.4152,0.0127
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_cohorts_attribute,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_labels_attribute,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_ols_att_std_column,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_dynamic_effects_recovery,3,7,4,7,10,11,24.4064,36.5412,1.5,54.8118,3.0451,0.0122
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_plot_elements_ols,3,10,5,10,13,15,37.9742,55.5066,1.5,83.2599,4.6255,0.0185
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_plot_group_time_elements_ols,4,15,8,15,19,23,66.6034,97.7023,2.0,195.4047,10.8558,0.0326
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_plot_group_time_overlay_calendar_ols,3,10,5,10,13,15,37.9742,55.5066,1.5,83.2599,4.6255,0.0185
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_plot_elements_bayesian,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_plot_group_time_elements_bayesian,4,15,8,15,19,23,66.6034,97.7023,2.0,195.4047,10.8558,0.0326
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_summary_can_include_group_time,1,5,4,8,6,12,11.6096,31.0196,0.8,24.8156,1.3786,0.0103
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_n_obs_column,1,7,4,8,8,12,19.6515,36.0,0.5714,20.5714,1.1429,0.012
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_bayesian_uncertainty_reasonable,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_reference_event_time_param,2,3,3,4,5,7,6.7549,16.2535,1.3333,21.6713,1.204,0.0054
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_expt_type,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_outcome_variable_name,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_x_full_shape,4,10,7,14,14,21,41.2193,79.9545,2.8,223.8725,12.4374,0.0267
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_training_data_shape,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_get_plot_data_bayesian,1,5,4,8,6,12,11.6096,31.0196,0.8,24.8156,1.3786,0.0103
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_get_plot_data_bayesian_hdi_prob_respected,4,12,7,14,16,21,51.0196,84.0,2.3333,196.0,10.8889,0.028
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_get_plot_data_ols,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_only_never_treated_as_controls,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_supports_ols_bayes_attrs,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_skip_absorbing_validation_when_using_treatment_time,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_unrecognized_model_type_fit,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_single_cohort,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_many_cohorts,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_late_treatment,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_early_treatment,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_event_window_restricts_negative,3,5,4,6,8,10,16.3645,30.0,1.8,54.0,3.0,0.01
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_group_time_att_bayesian,1,6,5,10,7,15,15.5098,42.1103,0.8333,35.0919,1.9496,0.014
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_plot_only_post_treatment,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_plot_only_post_treatment_bayesian,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_sklearn_model_without_fit_intercept,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_staggered_did.py,funcao,test_staggered_did_att_event_time_includes_pre_and_post_treatment,4,8,6,12,12,18,32.0,64.5293,3.0,193.588,10.7549,0.0215
causalpy/tests/test_synthetic_data.py,funcao,test_generate_multicell_geolift_data,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_synthetic_data.py,funcao,test_generate_geolift_data,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_synthetic_data.py,funcao,test_generate_regression_discontinuity_data,3,13,8,16,16,24,52.8606,96.0,1.8462,177.2308,9.8462,0.032
causalpy/tests/test_synthetic_data.py,funcao,test_generate_synthetic_control_data,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
causalpy/tests/test_three_period_its.py,funcao,datetime_data,4,19,10,20,23,30,88.7106,135.7069,2.1053,285.6986,15.8721,0.0452
causalpy/tests/test_three_period_its.py,funcao,integer_data,1,6,3,6,7,9,15.5098,25.2662,0.5,12.6331,0.7018,0.0084
causalpy/tests/test_three_period_its.py,funcao,test_three_period_pymc_datetime_index,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
causalpy/tests/test_three_period_its.py,funcao,test_three_period_pymc_integer_index,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
causalpy/tests/test_three_period_its.py,funcao,test_three_period_sklearn_datetime_index,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
causalpy/tests/test_three_period_its.py,funcao,test_three_period_sklearn_integer_index,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
causalpy/tests/test_three_period_its.py,funcao,test_backward_compatibility_no_treatment_end_time,2,4,3,4,6,7,10.0,18.0947,1.0,18.0947,1.0053,0.006
causalpy/tests/test_three_period_its.py,funcao,test_existing_methods_work_without_treatment_end_time,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_intervention_period,3,8,4,8,11,12,28.7549,41.5132,1.5,62.2698,3.4594,0.0138
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_post_period,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_default_behavior,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_comparison_pymc,3,20,13,26,23,39,91.1934,176.4189,1.95,344.0169,19.112,0.0588
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_comparison_sklearn,2,10,7,14,12,21,35.2193,75.2842,1.4,105.3979,5.8554,0.0251
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_comparison_persistence_ratio,4,8,4,8,12,12,32.0,43.0196,2.0,86.0391,4.78,0.0143
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_comparison_prob_persisted,2,4,3,5,6,8,10.0,20.6797,1.25,25.8496,1.4361,0.0069
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_comparison_hdi_intervals,2,8,4,8,10,12,26.0,39.8631,1.0,39.8631,2.2146,0.0133
causalpy/tests/test_three_period_its.py,funcao,test_effect_summary_invalid_period_raises_error,0,0,0,0,0,0,0,0,0,0,0,0
causalpy/tests/test_three_period_its.py,funcao,test_treatment_end_time_less_than_treatment_time_raises_error,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_three_period_its.py,funcao,test_treatment_end_time_beyond_data_range_raises_error,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
causalpy/tests/test_three_period_its.py,funcao,test_index_type_mismatch_datetime_raises_error,0,0,0,0,0,0,0,0,0,0,0,0
